"Original","Masked","Field","RowIndex"
"City of London Police","fLrvQqOIz9do","Falls within","665"
"On or near New Change","GFWAN7mR6GR6","Location","665"
"City of London Police","fLrvQqOIz9do","Reported by","666"
"City of London Police","fLrvQqOIz9do","Falls within","666"
"On or near Great Tower Street","iB9VbCaLMFie","Location","666"
"City of London Police","fLrvQqOIz9do","Reported by","667"
"City of London Police","fLrvQqOIz9do","Falls within","667"
"On or near Parking Area","fYKCWrLNHNL/","Location","667"
"City of London Police","fLrvQqOIz9do","Reported by","668"
"City of London Police","fLrvQqOIz9do","Falls within","668"
"No location","ToR5xtQyHv2n","Location","668"
"City of London Police","fLrvQqOIz9do","Reported by","669"
"City of London Police","fLrvQqOIz9do","Falls within","669"
"On or near A10","o78y9kdU59XX","Location","669"
"City of London Police","fLrvQqOIz9do","Reported by","670"
"City of London Police","fLrvQqOIz9do","Falls within","670"
"No location","ToR5xtQyHv2n","Location","670"
"City of London Police","fLrvQqOIz9do","Reported by","671"
"City of London Police","fLrvQqOIz9do","Falls within","671"
"No location","ToR5xtQyHv2n","Location","671"
"City of London Police","fLrvQqOIz9do","Reported by","672"
"City of London Police","fLrvQqOIz9do","Falls within","672"
"On or near A10","o78y9kdU59XX","Location","672"
"City of London Police","fLrvQqOIz9do","Reported by","673"
"City of London Police","fLrvQqOIz9do","Falls within","673"
"On or near Parking Area","fYKCWrLNHNL/","Location","673"
"City of London Police","fLrvQqOIz9do","Reported by","674"
"City of London Police","fLrvQqOIz9do","Falls within","674"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","674"
"City of London Police","fLrvQqOIz9do","Reported by","675"
"City of London Police","fLrvQqOIz9do","Falls within","675"
"On or near Cannon Street","xXi1HTC9dEVp","Location","675"
"City of London Police","fLrvQqOIz9do","Reported by","676"
"City of London Police","fLrvQqOIz9do","Falls within","676"
"On or near Aldermanbury","QIVT7EZlrfrX","Location","676"
"City of London Police","fLrvQqOIz9do","Reported by","677"
"City of London Police","fLrvQqOIz9do","Falls within","677"
"No location","ToR5xtQyHv2n","Location","677"
"City of London Police","fLrvQqOIz9do","Reported by","678"
"City of London Police","fLrvQqOIz9do","Falls within","678"
"On or near Shopping Area","fzK/HvsYVthT","Location","678"
"City of London Police","fLrvQqOIz9do","Reported by","679"
"City of London Police","fLrvQqOIz9do","Falls within","679"
"On or near Cannon Street","xXi1HTC9dEVp","Location","679"
"City of London Police","fLrvQqOIz9do","Reported by","680"
"City of London Police","fLrvQqOIz9do","Falls within","680"
"On or near Martin Lane","6og4MamycvXx","Location","680"
"City of London Police","fLrvQqOIz9do","Reported by","681"
"City of London Police","fLrvQqOIz9do","Falls within","681"
"On or near Crutched Friars","Xx1u9dOHmIgj","Location","681"
"City of London Police","fLrvQqOIz9do","Reported by","682"
"City of London Police","fLrvQqOIz9do","Falls within","682"
"On or near Amen Court","xiJytzLUzDN4","Location","682"
"City of London Police","fLrvQqOIz9do","Reported by","683"
"City of London Police","fLrvQqOIz9do","Falls within","683"
"On or near Crutched Friars","Xx1u9dOHmIgj","Location","683"
"City of London Police","fLrvQqOIz9do","Reported by","684"
"City of London Police","fLrvQqOIz9do","Falls within","684"
"On or near Hospital","d5pekZN+0uOy","Location","684"
"City of London Police","fLrvQqOIz9do","Reported by","685"
"City of London Police","fLrvQqOIz9do","Falls within","685"
"On or near Goodman's Yard","BBjb+9FSEfmi","Location","685"
"City of London Police","fLrvQqOIz9do","Reported by","686"
"City of London Police","fLrvQqOIz9do","Falls within","686"
"On or near Theatre/Concert Hall","Tn3IHHKLBPz0","Location","686"
"City of London Police","fLrvQqOIz9do","Reported by","687"
"City of London Police","fLrvQqOIz9do","Falls within","687"
"On or near Dean's Court","dYbo8NX4Bz6M","Location","687"
"City of London Police","fLrvQqOIz9do","Reported by","688"
"City of London Police","fLrvQqOIz9do","Falls within","688"
"On or near Cloth Street","QDa0P1QeWVjP","Location","688"
"City of London Police","fLrvQqOIz9do","Reported by","689"
"City of London Police","fLrvQqOIz9do","Falls within","689"
"On or near A1","3INfdYvq2nmX","Location","689"
"City of London Police","fLrvQqOIz9do","Reported by","690"
"City of London Police","fLrvQqOIz9do","Falls within","690"
"On or near Great Tower Street","iB9VbCaLMFie","Location","690"
"City of London Police","fLrvQqOIz9do","Reported by","691"
"City of London Police","fLrvQqOIz9do","Falls within","691"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","691"
"City of London Police","fLrvQqOIz9do","Reported by","692"
"City of London Police","fLrvQqOIz9do","Falls within","692"
"On or near Laurence Pountney Lane","m+eW8qM1maOK","Location","692"
"City of London Police","fLrvQqOIz9do","Reported by","693"
"City of London Police","fLrvQqOIz9do","Falls within","693"
"On or near St Paul's","PDhi88b1c7iK","Location","693"
"City of London Police","fLrvQqOIz9do","Reported by","694"
"City of London Police","fLrvQqOIz9do","Falls within","694"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","694"
"City of London Police","fLrvQqOIz9do","Reported by","695"
"City of London Police","fLrvQqOIz9do","Falls within","695"
"On or near Tokenhouse Yard","eTSLRXj7wqqD","Location","695"
"City of London Police","fLrvQqOIz9do","Reported by","696"
"City of London Police","fLrvQqOIz9do","Falls within","696"
"On or near India Street","Ko7IzQHFPPRI","Location","696"
"City of London Police","fLrvQqOIz9do","Reported by","697"
"City of London Police","fLrvQqOIz9do","Falls within","697"
"On or near Moor Lane","+njjHy9WmmYk","Location","697"
"City of London Police","fLrvQqOIz9do","Reported by","698"
"City of London Police","fLrvQqOIz9do","Falls within","698"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","698"
"City of London Police","fLrvQqOIz9do","Reported by","699"
"City of London Police","fLrvQqOIz9do","Falls within","699"
"On or near Liverpool Street","MlZHXg61uPKd","Location","699"
"City of London Police","fLrvQqOIz9do","Reported by","700"
"City of London Police","fLrvQqOIz9do","Falls within","700"
"On or near Shopping Area","fzK/HvsYVthT","Location","700"
"City of London Police","fLrvQqOIz9do","Reported by","701"
"City of London Police","fLrvQqOIz9do","Falls within","701"
"On or near Shopping Area","fzK/HvsYVthT","Location","701"
"City of London Police","fLrvQqOIz9do","Reported by","702"
"City of London Police","fLrvQqOIz9do","Falls within","702"
"On or near Corbet Court","2eP832Hq9waE","Location","702"
"City of London Police","fLrvQqOIz9do","Reported by","703"
"City of London Police","fLrvQqOIz9do","Falls within","703"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","703"
"City of London Police","fLrvQqOIz9do","Reported by","704"
"City of London Police","fLrvQqOIz9do","Falls within","704"
"No location","ToR5xtQyHv2n","Location","704"
"City of London Police","fLrvQqOIz9do","Reported by","705"
"City of London Police","fLrvQqOIz9do","Falls within","705"
"On or near Shopping Area","fzK/HvsYVthT","Location","705"
"City of London Police","fLrvQqOIz9do","Reported by","706"
"City of London Police","fLrvQqOIz9do","Falls within","706"
"On or near Mitre Street","f8HqdKkLjSPw","Location","706"
"City of London Police","fLrvQqOIz9do","Reported by","707"
"City of London Police","fLrvQqOIz9do","Falls within","707"
"On or near Brackley Street","i+BirA7zgwLv","Location","707"
"City of London Police","fLrvQqOIz9do","Reported by","708"
"City of London Police","fLrvQqOIz9do","Falls within","708"
"On or near Brackley Street","i+BirA7zgwLv","Location","708"
"City of London Police","fLrvQqOIz9do","Reported by","709"
"City of London Police","fLrvQqOIz9do","Falls within","709"
"On or near Crutched Friars","Xx1u9dOHmIgj","Location","709"
"City of London Police","fLrvQqOIz9do","Reported by","710"
"City of London Police","fLrvQqOIz9do","Falls within","710"
"On or near Bishopsgate","CH41hlAxajZp","Location","710"
"City of London Police","fLrvQqOIz9do","Reported by","711"
"City of London Police","fLrvQqOIz9do","Falls within","711"
"On or near Finch Lane","cW1AWnntcpSD","Location","711"
"City of London Police","fLrvQqOIz9do","Reported by","712"
"City of London Police","fLrvQqOIz9do","Falls within","712"
"On or near Byward Street","mFffIJNCqkF4","Location","712"
"City of London Police","fLrvQqOIz9do","Reported by","713"
"City of London Police","fLrvQqOIz9do","Falls within","713"
"On or near Cloth Street","QDa0P1QeWVjP","Location","713"
"City of London Police","fLrvQqOIz9do","Reported by","714"
"City of London Police","fLrvQqOIz9do","Falls within","714"
"On or near Dean's Court","dYbo8NX4Bz6M","Location","714"
"City of London Police","fLrvQqOIz9do","Reported by","715"
"City of London Police","fLrvQqOIz9do","Falls within","715"
"On or near Giltspur Street","phyFp9i5uImP","Location","715"
"City of London Police","fLrvQqOIz9do","Reported by","716"
"City of London Police","fLrvQqOIz9do","Falls within","716"
"No location","ToR5xtQyHv2n","Location","716"
"City of London Police","fLrvQqOIz9do","Reported by","717"
"City of London Police","fLrvQqOIz9do","Falls within","717"
"No location","ToR5xtQyHv2n","Location","717"
"City of London Police","fLrvQqOIz9do","Reported by","718"
"City of London Police","fLrvQqOIz9do","Falls within","718"
"On or near Moorgate","jLx3Ie2n+1jk","Location","718"
"City of London Police","fLrvQqOIz9do","Reported by","719"
"City of London Police","fLrvQqOIz9do","Falls within","719"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","719"
"City of London Police","fLrvQqOIz9do","Reported by","720"
"City of London Police","fLrvQqOIz9do","Falls within","720"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","720"
"City of London Police","fLrvQqOIz9do","Reported by","721"
"City of London Police","fLrvQqOIz9do","Falls within","721"
"On or near Mitre Street","f8HqdKkLjSPw","Location","721"
"City of London Police","fLrvQqOIz9do","Reported by","722"
"City of London Police","fLrvQqOIz9do","Falls within","722"
"On or near India Street","Ko7IzQHFPPRI","Location","722"
"City of London Police","fLrvQqOIz9do","Reported by","723"
"City of London Police","fLrvQqOIz9do","Falls within","723"
"On or near Martin Lane","6og4MamycvXx","Location","723"
"City of London Police","fLrvQqOIz9do","Reported by","724"
"City of London Police","fLrvQqOIz9do","Falls within","724"
"On or near Laurence Pountney Hill","yQ/DPAHzI61o","Location","724"
"City of London Police","fLrvQqOIz9do","Reported by","725"
"City of London Police","fLrvQqOIz9do","Falls within","725"
"On or near Eastcheap","5CMQagL2W7dM","Location","725"
"City of London Police","fLrvQqOIz9do","Reported by","726"
"City of London Police","fLrvQqOIz9do","Falls within","726"
"On or near Kingscote Street","CxC6tFREXULb","Location","726"
"City of London Police","fLrvQqOIz9do","Reported by","727"
"City of London Police","fLrvQqOIz9do","Falls within","727"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","727"
"City of London Police","fLrvQqOIz9do","Reported by","728"
"City of London Police","fLrvQqOIz9do","Falls within","728"
"On or near Aldersgate Street","lEhCXrFZtfEr","Location","728"
"City of London Police","fLrvQqOIz9do","Reported by","729"
"City of London Police","fLrvQqOIz9do","Falls within","729"
"On or near New Street","AQJUM6v79PO+","Location","729"
"City of London Police","fLrvQqOIz9do","Reported by","730"
"City of London Police","fLrvQqOIz9do","Falls within","730"
"On or near Sports/Recreation Area","RB79V4fXrlFh","Location","730"
"City of London Police","fLrvQqOIz9do","Reported by","731"
"City of London Police","fLrvQqOIz9do","Falls within","731"
"On or near Shopping Area","fzK/HvsYVthT","Location","731"
"City of London Police","fLrvQqOIz9do","Reported by","732"
"City of London Police","fLrvQqOIz9do","Falls within","732"
"On or near Crutched Friars","Xx1u9dOHmIgj","Location","732"
"City of London Police","fLrvQqOIz9do","Reported by","733"
"City of London Police","fLrvQqOIz9do","Falls within","733"
"No location","ToR5xtQyHv2n","Location","733"
"City of London Police","fLrvQqOIz9do","Reported by","734"
"City of London Police","fLrvQqOIz9do","Falls within","734"
"No location","ToR5xtQyHv2n","Location","734"
"City of London Police","fLrvQqOIz9do","Reported by","735"
"City of London Police","fLrvQqOIz9do","Falls within","735"
"On or near Lombard Street","6YZPZPnj3KKK","Location","735"
"City of London Police","fLrvQqOIz9do","Reported by","736"
"City of London Police","fLrvQqOIz9do","Falls within","736"
"On or near New London Street","kIwi4X783cZ8","Location","736"
"City of London Police","fLrvQqOIz9do","Reported by","737"
"City of London Police","fLrvQqOIz9do","Falls within","737"
"On or near Finch Lane","cW1AWnntcpSD","Location","737"
"City of London Police","fLrvQqOIz9do","Reported by","738"
"City of London Police","fLrvQqOIz9do","Falls within","738"
"On or near London Liverpool Street","wSjScPkT76e5","Location","738"
"City of London Police","fLrvQqOIz9do","Reported by","739"
"City of London Police","fLrvQqOIz9do","Falls within","739"
"On or near Bride Lane","tI89gLY9NBfx","Location","739"
"City of London Police","fLrvQqOIz9do","Reported by","740"
"City of London Police","fLrvQqOIz9do","Falls within","740"
"On or near Noble Street","feBrczbAlNwy","Location","740"
"City of London Police","fLrvQqOIz9do","Reported by","741"
"City of London Police","fLrvQqOIz9do","Falls within","741"
"On or near Giltspur Street","phyFp9i5uImP","Location","741"
"City of London Police","fLrvQqOIz9do","Reported by","742"
"City of London Police","fLrvQqOIz9do","Falls within","742"
"On or near Earl Street","WApDPY1NMGDs","Location","742"
"City of London Police","fLrvQqOIz9do","Reported by","743"
"City of London Police","fLrvQqOIz9do","Falls within","743"
"On or near Amen Corner","05L1EHupv/A9","Location","743"
"City of London Police","fLrvQqOIz9do","Reported by","744"
"City of London Police","fLrvQqOIz9do","Falls within","744"
"On or near Little Somerset Street","eCY6srbyJm8v","Location","744"
"City of London Police","fLrvQqOIz9do","Reported by","745"
"City of London Police","fLrvQqOIz9do","Falls within","745"
"On or near Cannon Street","xXi1HTC9dEVp","Location","745"
"City of London Police","fLrvQqOIz9do","Reported by","746"
"City of London Police","fLrvQqOIz9do","Falls within","746"
"On or near Liverpool Street","MlZHXg61uPKd","Location","746"
"City of London Police","fLrvQqOIz9do","Reported by","747"
"City of London Police","fLrvQqOIz9do","Falls within","747"
"On or near Printer Street","QR+vNWOFmQE1","Location","747"
"City of London Police","fLrvQqOIz9do","Reported by","748"
"City of London Police","fLrvQqOIz9do","Falls within","748"
"On or near Giltspur Street","phyFp9i5uImP","Location","748"
"City of London Police","fLrvQqOIz9do","Reported by","749"
"City of London Police","fLrvQqOIz9do","Falls within","749"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","749"
"City of London Police","fLrvQqOIz9do","Reported by","750"
"City of London Police","fLrvQqOIz9do","Falls within","750"
"On or near Circus Place","MoKITRuLqSzo","Location","750"
"City of London Police","fLrvQqOIz9do","Reported by","751"
"City of London Police","fLrvQqOIz9do","Falls within","751"
"On or near St Clare Street","rxdkikB/nb/t","Location","751"
"City of London Police","fLrvQqOIz9do","Reported by","752"
"City of London Police","fLrvQqOIz9do","Falls within","752"
"On or near Mitre Street","f8HqdKkLjSPw","Location","752"
"City of London Police","fLrvQqOIz9do","Reported by","753"
"City of London Police","fLrvQqOIz9do","Falls within","753"
"On or near Corbet Court","2eP832Hq9waE","Location","753"
"City of London Police","fLrvQqOIz9do","Reported by","754"
"City of London Police","fLrvQqOIz9do","Falls within","754"
"On or near India Street","Ko7IzQHFPPRI","Location","754"
"City of London Police","fLrvQqOIz9do","Reported by","755"
"City of London Police","fLrvQqOIz9do","Falls within","755"
"On or near Martin Lane","6og4MamycvXx","Location","755"
"City of London Police","fLrvQqOIz9do","Reported by","756"
"City of London Police","fLrvQqOIz9do","Falls within","756"
"On or near Parking Area","fYKCWrLNHNL/","Location","756"
"City of London Police","fLrvQqOIz9do","Reported by","757"
"City of London Police","fLrvQqOIz9do","Falls within","757"
"On or near Eastcheap","5CMQagL2W7dM","Location","757"
"City of London Police","fLrvQqOIz9do","Reported by","758"
"City of London Police","fLrvQqOIz9do","Falls within","758"
"On or near New Street","AQJUM6v79PO+","Location","758"
"City of London Police","fLrvQqOIz9do","Reported by","759"
"City of London Police","fLrvQqOIz9do","Falls within","759"
"On or near Corbet Court","2eP832Hq9waE","Location","759"
"City of London Police","fLrvQqOIz9do","Reported by","760"
"City of London Police","fLrvQqOIz9do","Falls within","760"
"On or near Eastcheap","5CMQagL2W7dM","Location","760"
"City of London Police","fLrvQqOIz9do","Reported by","761"
"City of London Police","fLrvQqOIz9do","Falls within","761"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","761"
"City of London Police","fLrvQqOIz9do","Reported by","762"
"City of London Police","fLrvQqOIz9do","Falls within","762"
"On or near Police Station","p4DsdPMvBuWJ","Location","762"
"City of London Police","fLrvQqOIz9do","Reported by","763"
"City of London Police","fLrvQqOIz9do","Falls within","763"
"On or near A1","3INfdYvq2nmX","Location","763"
"City of London Police","fLrvQqOIz9do","Reported by","764"
"City of London Police","fLrvQqOIz9do","Falls within","764"
"On or near Parking Area","fYKCWrLNHNL/","Location","764"
